monitor_id,product_id,screen_size,resolution,refresh_rate,response_time_(g2g),panel_type,aspect_ratio
326597,130145,23.6  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326598,130146,31.5  in,2560 x 1440,75 Hz,5 ms,VA,16:09
326599,130147,23.6  in,1920 x 1080,60 Hz,7 ms,VA,16:09
326600,130148,17.0  in,1280 x 1024,76 Hz,5 ms,TN,5:04
326601,130149,19.0  in,1440 x 900,,5 ms,,16:10
326602,130150,23.8  in,1920 x 1080,75 Hz,4 ms,IPS,16:09
326603,130151,23.6  in,1920 x 1080,60 Hz,7 ms,VA,16:09
326604,130152,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
326605,130153,22.0  in,1920 x 1080,,5 ms,,16:09
326606,130154,25.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
326607,130155,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
326608,130156,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326609,130157,17.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
326610,130158,27.0  in,1920 x 1080,,,IPS,16:09
326611,130159,19.5  in,1440 x 900,60 Hz,6 ms,IPS,16:10
326612,130160,20.0  in,1600 x 900,60 Hz,7 ms,IPS,16:09
326613,130161,34.0  in,3440 x 1440,60 Hz,5 ms,VA,21:09
326614,130162,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
326615,130163,27.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326616,130164,18.5  in,1366 x 768,60 Hz,5 ms,,16:09
326617,130165,34.0  in,3440 x 1440,60 Hz,6 ms,IPS,21:09
326618,130166,18.5  in,1280 x 1024,,5 ms,,5:04
326619,130167,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326620,130168,43.4  in,3840 x 1200,120 Hz,4 ms,VA,16:05
326621,130169,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326622,130170,24.0  in,1920 x 1080,,5 ms,TN,16:09
326623,130171,19.0  in,1280 x 1024,60 Hz,5 ms,,5:04
326624,130172,27.0  in,2560 x 1440,60 Hz,5 ms,VA,16:09
326625,130173,23.0  in,1920 x 1080,60 Hz,14 ms,IPS,16:09
326626,130174,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
326627,130175,27.0  in,2560 x 1440,60 Hz,5 ms,PLS,16:09
326628,130176,23.8  in,1920 x 1080,,5 ms,IPS,16:09
326629,130177,21.5  in,1920 x 1080,76 Hz,6 ms,IPS,16:09
326630,130178,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326631,130179,21.5  in,1920 x 1080,75 Hz,1 ms,TN,16:09
326632,130180,27.0  in,1920 x 1080,60 Hz,6 ms,,16:09
326633,130181,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326634,130182,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
326635,130183,27.0  in,1920 x 1080,,7 ms,IPS,16:09
326636,130184,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326637,130185,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
326638,130186,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
326639,130187,24.1  in,1920 x 1200,60 Hz,,IPS,16:10
326640,130188,30.0  in,2560 x 1600,,7 ms,IPS,16:10
326641,130189,27.0  in,3840 x 2160,60 Hz,6 ms,IPS,16:09
326642,130190,27.0  in,3840 x 2160,60 Hz,4 ms,IPS,16:09
326643,130191,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326644,130192,27.0  in,2560 x 1440,60 Hz,,IPS,16:09
326645,130193,30.0  in,2560 x 1600,60 Hz,6 ms,IPS,16:10
326646,130194,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326647,130195,20.0  in,1600 x 900,60 Hz,,TN,16:09
326648,130196,22.0  in,1680 x 1050,,5 ms,,16:10
326649,130197,23.0  in,1920 x 1080,,6 ms,IPS,16:09
326650,130198,22.0  in,1920 x 1080,,5 ms,,16:09
326651,130199,20.0  in,1600 x 900,,5 ms,TN,16:09
326652,130200,27.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326653,130201,15.0  in,1024 x 768,,12 ms,,4:03
326654,130202,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326655,130203,18.5  in,1360 x 768,60 Hz,5 ms,TN,16:09
326656,130204,23.0  in,1920 x 1080,,5 ms,TN,16:09
326657,130205,23.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326658,130206,19.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
326659,130207,28.0  in,3840 x 2160,60 Hz,5 ms,TN,16:09
326660,130208,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326661,130209,32.0  in,2560 x 1440,60 Hz,4 ms,VA,16:09
326662,130210,27.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326663,130211,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326664,130212,21.5  in,1920 x 1080,60 Hz,5 ms,VA,16:09
326665,130213,27.0  in,1920 x 1080,60 Hz,7 ms,,16:09
326666,130214,24.0  in,1920 x 1200,,12 ms,IPS,16:10
326667,130215,19.5  in,1600 x 900,60 Hz,2 ms,TN,16:09
326668,130216,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326669,130217,28.0  in,3840 x 2160,60 Hz,1 ms,TN,16:09
326670,130218,27.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
326671,130219,27.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
326672,130220,23.0  in,1920 x 1080,,5 ms,,16:09
326673,130221,32.0  in,1366 x 768,,8 ms,,16:09
326674,130222,19.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
326675,130223,24.0  in,1920 x 1080,,5 ms,,16:09
326676,130224,23.0  in,1920 x 1080,,5 ms,IPS,16:09
326677,130225,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
326678,130226,24.0  in,1920 x 1200,60 Hz,6 ms,IPS,16:10
326679,130227,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326680,130228,19.0  in,1440 x 900,60 Hz,5 ms,TN,16:10
326681,130229,21.0  in,1600 x 1200,60 Hz,8 ms,IPS,4:03
326682,130230,23.6  in,1920 x 1080,,5 ms,,16:09
326683,130231,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326684,130232,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326685,130233,24.0  in,1920 x 1080,60 Hz,4 ms,VA,16:09
326686,130234,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326687,130235,27.0  in,1920 x 1080,,2 ms,,16:09
326688,130236,32.0  in,1366 x 768,60 Hz,8 ms,,16:09
326689,130237,23.6  in,1920 x 1080,,5 ms,TN,16:09
326690,130238,20.0  in,1600 x 900,,5 ms,TN,16:09
326691,130239,28.0  in,3840 x 2160,60 Hz,1 ms,TN,16:09
326692,130240,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
326693,130241,20.0  in,1600 x 900,,5 ms,TN,16:09
326694,130242,20.0  in,1600 x 900,,5 ms,TN,16:09
326695,130243,27.0  in,2560 x 1440,60 Hz,14 ms,IPS,16:09
326696,130244,32.0  in,1366 x 768,60 Hz,8 ms,,16:09
326697,130245,23.0  in,1920 x 1080,,5 ms,IPS,16:09
326698,130246,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326699,130247,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326700,130248,19.0  in,1440 x 900,60 Hz,5 ms,,16:10
326701,130249,21.5  in,1920 x 1080,,5 ms,TN,16:09
326702,130250,27.0  in,1920 x 1080,,2 ms,TN,16:09
326703,130251,23.0  in,1920 x 1080,,2 ms,TN,16:09
326704,130252,23.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326705,130253,24.0  in,1920 x 1080,,5 ms,TN,16:09
326706,130254,27.0  in,1920 x 1080,,5 ms,,16:09
326707,130255,23.0  in,1920 x 1080,,5 ms,TN,16:09
326708,130256,34.0  in,2560 x 1080,60 Hz,,IPS,21:09
326709,130257,27.0  in,3840 x 2160,60 Hz,,IPS,16:09
326710,130258,18.5  in,1366 x 768,60 Hz,5 ms,,16:09
326711,130259,24.0  in,1920 x 1080,,5 ms,,16:09
326712,130260,32.0  in,1920 x 1080,60 Hz,5 ms,,16:09
326713,130261,23.4  in,1920 x 1080,,12 ms,IPS,16:09
326714,130262,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326715,130263,15.6  in,1366 x 768,,16 ms,,16:09
326716,130264,21.5  in,1920 x 1080,60 Hz,8 ms,,16:09
326717,130265,27.0  in,1920 x 1080,60 Hz,4 ms,PLS,16:09
326718,130266,23.0  in,1920 x 1080,,5 ms,,16:09
326719,130267,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326720,130268,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
326721,130269,18.5  in,1366 x 768,,5 ms,,16:09
326722,130270,21.0  in,1600 x 1200,60 Hz,16 ms,,4:03
326723,130271,19.0  in,1280 x 1024,,7 ms,,5:04
326724,130272,21.5  in,1920 x 1080,60 Hz,5 ms,,16:09
326725,130273,27.0  in,2560 x 1440,70 Hz,1 ms,TN,16:09
326726,130274,20.0  in,1600 x 900,60 Hz,5 ms,,16:09
326727,130275,27.0  in,1920 x 1080,60 Hz,6 ms,TN,16:09
326728,130276,28.0  in,1920 x 1080,60 Hz,5 ms,VA,16:09
326729,130277,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
326730,130278,24.0  in,1920 x 1080,120 Hz,2 ms,,16:09
326731,130279,23.6  in,1920 x 1080,144 Hz,3 ms,VA,16:09
326732,130280,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326733,130281,27.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326734,130282,22.0  in,1920 x 1080,,,,16:09
326735,130283,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326736,130284,18.5  in,1366 x 768,,5 ms,,16:09
326737,130285,23.0  in,1920 x 1080,,14 ms,IPS,16:09
326738,130286,27.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
326739,130287,17.0  in,1280 x 1024,,5 ms,,5:04
326740,130288,21.5  in,1920 x 1080,,14 ms,IPS,16:09
326741,130289,34.0  in,3440 x 1440,100 Hz,8 ms,VA,21:09
326742,130290,21.5  in,1920 x 1080,60 Hz,5 ms,,16:09
326743,130291,25.0  in,2560 x 1080,60 Hz,14 ms,IPS,21:09
326744,130292,20.0  in,1600 x 900,,2 ms,TN,16:09
326745,130293,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326746,130294,27.0  in,1920 x 1080,60 Hz,6 ms,,16:09
326747,130295,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
326748,130296,21.5  in,1920 x 1080,60 Hz,1 ms,TN,16:09
326749,130297,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326750,130298,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
326751,130299,27.0  in,1920 x 1080,60 Hz,1 ms,TN,16:09
326752,130300,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326753,130301,21.5  in,1920 x 1080,,6 ms,,16:09
326754,130302,27.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326755,130303,17.0  in,1280 x 1024,,,,5:04
326756,130304,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326757,130305,24.0  in,1920 x 1080,,5 ms,,16:09
326758,130306,34.0  in,3440 x 1440,60 Hz,5 ms,IPS,21:09
326759,130307,22.0  in,1680 x 1050,,5 ms,,16:10
326760,130308,27.0  in,1920 x 1080,75 Hz,5 ms,IPS,16:09
326761,130309,22.0  in,1920 x 1080,,7 ms,IPS,16:09
326762,130310,20.0  in,1600 x 900,,5 ms,,16:09
326763,130311,20.1  in,1680 x 1050,60 Hz,5 ms,TN,16:10
326764,130312,28.0  in,3840 x 2160,60 Hz,1 ms,TN,16:09
326765,130313,22.0  in,1680 x 1050,,5 ms,TN,16:10
326766,130314,24.0  in,1920 x 1200,,5 ms,,16:10
326767,130315,27.0  in,1920 x 1080,,2 ms,,16:09
326768,130316,21.5  in,1920 x 1080,,2 ms,,16:09
326769,130317,22.0  in,1680 x 1050,,5 ms,,16:10
326770,130318,21.5  in,1920 x 1080,,,,16:09
326771,130319,19.0  in,1440 x 900,,5 ms,TN,16:10
326772,130320,23.0  in,1920 x 1080,,5 ms,TN,16:09
326773,130321,27.0  in,1920 x 1080,120 Hz,2 ms,TN,16:09
326774,130322,19.0  in,1280 x 1024,75 Hz,5 ms,TN,5:04
326775,130323,27.0  in,1920 x 1080,,5 ms,TN,16:09
326776,130324,21.5  in,1920 x 1080,,5 ms,TN,16:09
326777,130325,23.0  in,1920 x 1080,75 Hz,5 ms,TN,16:09
326778,130326,24.0  in,1920 x 1080,,5 ms,,16:09
326779,130327,17.0  in,1280 x 1024,,5 ms,,5:04
326780,130328,23.0  in,1920 x 1080,,5 ms,,16:09
326781,130329,22.0  in,1680 x 1050,,5 ms,,16:10
326782,130330,20.0  in,1600 x 900,,5 ms,TN,16:09
326783,130331,21.5  in,1920 x 1080,,8 ms,IPS,16:09
326784,130332,21.5  in,1920 x 1080,,5 ms,,16:09
326785,130333,27.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326786,130334,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326787,130335,22.0  in,1680 x 1050,,5 ms,,16:10
326788,130336,27.0  in,1920 x 1080,,2 ms,,16:09
326789,130337,23.0  in,1920 x 1080,,5 ms,TN,16:09
326790,130338,19.0  in,1440 x 900,,5 ms,TN,16:10
326791,130339,19.0  in,1280 x 1024,,5 ms,,5:04
326792,130340,23.0  in,1920 x 1080,,5 ms,TN,16:09
326793,130341,24.0  in,1920 x 1080,,5 ms,,16:09
326794,130342,21.5  in,1920 x 1080,,5 ms,TN,16:09
326795,130343,19.0  in,1280 x 1024,60 Hz,5 ms,IPS,5:04
326796,130344,15.0  in,1024 x 768,60 Hz,8 ms,TN,4:03
326797,130345,24.0  in,1920 x 1080,,5 ms,,16:09
326798,130346,23.0  in,1920 x 1080,120 Hz,2 ms,,16:09
326799,130347,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326800,130348,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326801,130349,34.1  in,3440 x 1440,60 Hz,5 ms,IPS,21:09
326802,130350,23.6  in,1920 x 1080,,5 ms,,16:09
326803,130351,23.0  in,1920 x 1080,120 Hz,2 ms,,16:09
326804,130352,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326805,130353,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326806,130354,18.5  in,1360 x 768,,5 ms,,16:09
326807,130355,24.0  in,1920 x 1080,,2 ms,,16:09
326808,130356,20.0  in,1600 x 900,,5 ms,TN,16:09
326809,130357,27.0  in,2560 x 1440,60 Hz,12 ms,VA,16:09
326810,130358,27.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
326811,130359,24.0  in,1920 x 1200,60 Hz,4 ms,PLS,16:10
326812,130360,27.0  in,5120 x 2880,60 Hz,14 ms,IPS,16:09
326813,130361,19.0  in,1440 x 900,60 Hz,5 ms,,16:10
326814,130362,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326815,130363,23.0  in,1920 x 1080,,5 ms,,16:09
326816,130364,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
326817,130365,21.5  in,1920 x 1080,60 Hz,2 ms,TN,16:09
326818,130366,18.5  in,1366 x 768,60 Hz,14 ms,IPS,16:09
326819,130367,27.0  in,2560 x 1440,60 Hz,8 ms,IPS,16:09
326820,130368,21.5  in,1920 x 1080,60 Hz,7 ms,TN,16:09
326821,130369,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326822,130370,28.0  in,1920 x 1080,60 Hz,6 ms,VA,16:09
326823,130371,23.6  in,1920 x 1080,60 Hz,5 ms,,16:09
326824,130372,27.0  in,3840 x 2160,60 Hz,5 ms,IPS,16:09
326825,130373,27.0  in,1920 x 1080,,2 ms,,16:09
326826,130374,21.5  in,1920 x 1080,60 Hz,8 ms,TN,16:09
326827,130375,18.9  in,1280 x 1024,60 Hz,,IPS,5:04
326828,130376,19.0  in,1280 x 1024,60 Hz,5 ms,IPS,5:04
326829,130377,27.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326830,130378,27.0  in,2560 x 1440,60 Hz,6 ms,PLS,16:09
326831,130379,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326832,130380,24.0  in,1920 x 1200,60 Hz,6 ms,IPS,16:10
326833,130381,27.0  in,2560 x 1440,,5 ms,IPS,16:09
326834,130382,24.1  in,1920 x 1200,60 Hz,5 ms,IPS,16:10
326835,130383,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
326836,130384,19.0  in,1440 x 900,,5 ms,,16:10
326837,130385,21.5  in,1920 x 1080,60 Hz,7 ms,VA,16:09
326838,130386,17.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
326839,130387,24.0  in,1920 x 1200,60 Hz,14 ms,IPS,16:10
326840,130388,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326841,130389,24.0  in,1920 x 1200,60 Hz,6 ms,,16:10
326842,130390,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326843,130391,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326844,130392,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326845,130393,21.5  in,1920 x 1080,,1 ms,TN,16:09
326846,130394,27.0  in,2560 x 1440,60 Hz,4 ms,IPS,16:09
326847,130395,27.0  in,1920 x 1080,,5 ms,,16:09
326848,130396,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
326849,130397,19.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
326850,130398,24.0  in,1920 x 1200,60 Hz,5 ms,IPS,16:10
326851,130399,27.0  in,1920 x 1080,60 Hz,4 ms,VA,16:09
326852,130400,20.0  in,1600 x 900,60 Hz,,IPS,16:09
326853,130401,21.5  in,1920 x 1080,60 Hz,8 ms,VA,16:09
326854,130402,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
326855,130403,23.8  in,1920 x 1080,60 Hz,,IPS,16:09
326856,130404,22.0  in,1920 x 1080,,5 ms,,16:09
326857,130405,23.6  in,1920 x 1080,60 Hz,5 ms,PLS,16:09
326858,130406,23.8  in,1920 x 1080,60 Hz,3 ms,IPS,16:09
326859,130407,24.0  in,1920 x 1080,,2 ms,,16:09
326860,130408,23.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326861,130409,21.5  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326862,130410,24.0  in,1920 x 1200,60 Hz,8 ms,IPS,16:10
326863,130411,29.0  in,2560 x 1080,60 Hz,8 ms,IPS,21:09
326864,130412,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
326865,130413,22.0  in,1920 x 1080,,5 ms,TN,16:09
326866,130414,34.0  in,3440 x 1440,60 Hz,5 ms,VA,21:09
326867,130415,27.0  in,1920 x 1080,,2 ms,,16:09
326868,130416,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
326869,130417,29.0  in,2560 x 1080,60 Hz,6 ms,IPS,21:09
326870,130418,19.5  in,1600 x 900,,5 ms,,16:09
326871,130419,49.0  in,3840 x 1080,144 Hz,4 ms,VA,32:09:00
326872,130420,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326873,130421,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326874,130422,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326875,130423,27.0  in,1920 x 1080,60 Hz,5 ms,,16:09
326876,130424,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326877,130425,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326878,130426,20.0  in,1600 x 1200,,8 ms,,4:03
326879,130427,21.5  in,1920 x 1080,,5 ms,,16:09
326880,130428,22.0  in,1680 x 1050,,5 ms,,16:10
326881,130429,23.0  in,1920 x 1080,,5 ms,TN,16:09
326882,130430,19.0  in,1440 x 900,,5 ms,,16:10
326883,130431,19.0  in,1280 x 1024,,5 ms,TN,5:04
326884,130432,31.5  in,3840 x 2160,60 Hz,8 ms,IPS,16:09
326885,130433,19.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
326886,130434,27.0  in,2560 x 1440,60 Hz,,IPS,16:09
326887,130435,23.6  in,1920 x 1080,,5 ms,,16:09
326888,130436,27.0  in,1920 x 1080,60 Hz,5 ms,,16:09
326889,130437,23.6  in,3840 x 2160,60 Hz,4 ms,PLS,16:09
326890,130438,21.5  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326891,130439,32.0  in,1920 x 1080,60 Hz,,,16:09
326892,130440,32.0  in,2560 x 1440,144 Hz,,VA,16:09
326893,130441,34.0  in,3440 x 1440,60 Hz,8 ms,VA,21:09
326894,130442,23.0  in,1920 x 1080,,5 ms,,16:09
326895,130443,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326896,130444,24.1  in,1920 x 1200,,8 ms,,16:10
326897,130445,21.5  in,1920 x 1080,,8 ms,IPS,16:09
326898,130446,21.5  in,1920 x 1080,,5 ms,TN,16:09
326899,130447,22.0  in,1920 x 1080,,8 ms,TN,16:09
326900,130448,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326901,130449,20.0  in,1600 x 900,,5 ms,TN,16:09
326902,130450,27.0  in,1920 x 1080,60 Hz,2 ms,TN,16:09
326903,130451,23.6  in,1920 x 1080,,5 ms,TN,16:09
326904,130452,27.0  in,1920 x 1080,60 Hz,,,16:09
326905,130453,19.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
326906,130454,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
326907,130455,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326908,130456,28.0  in,3840 x 2160,60 Hz,5 ms,TN,16:09
326909,130457,23.0  in,1920 x 1080,,5 ms,,16:09
326910,130458,22.0  in,1680 x 1050,,5 ms,,16:10
326911,130459,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
326912,130460,25.0  in,1920 x 1080,,5 ms,TN,16:09
326913,130461,24.0  in,1920 x 1080,,2 ms,,16:09
326914,130462,27.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326915,130463,22.0  in,1680 x 1050,,8 ms,,16:10
326916,130464,20.0  in,1600 x 900,,5 ms,,16:09
326917,130465,24.0  in,1920 x 1080,60 Hz,14 ms,,16:09
326918,130466,27.0  in,3840 x 2160,60 Hz,4 ms,IPS,16:09
326919,130467,27.0  in,1920 x 1080,,3 ms,,16:09
326920,130468,23.0  in,1920 x 1080,,5 ms,,16:09
326921,130469,32.0  in,1366 x 768,,8 ms,,16:09
326922,130470,23.0  in,1920 x 1080,,14 ms,IPS,16:09
326923,130471,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
326924,130472,24.0  in,1920 x 1200,,5 ms,TN,16:10
326925,130473,19.0  in,1280 x 1024,75 Hz,5 ms,TN,5:04
326926,130474,21.5  in,1920 x 1080,60 Hz,12 ms,,16:09
326927,130475,22.0  in,1920 x 1080,60 Hz,5 ms,,16:09
326928,130476,16.0  in,1366 x 768,60 Hz,8 ms,,16:09
326929,130477,27.0  in,1920 x 1080,60 Hz,8 ms,VA,16:09
326930,130478,27.0  in,3840 x 2160,60 Hz,4 ms,IPS,16:09
326931,130479,19.0  in,1440 x 900,60 Hz,2 ms,TN,16:10
326932,130480,19.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
326933,130481,23.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326934,130482,27.0  in,2560 x 1440,60 Hz,5 ms,TN,16:09
326935,130483,21.5  in,1920 x 1080,60 Hz,5 ms,,16:09
326936,130484,21.5  in,1920 x 1080,60 Hz,5 ms,,16:09
326937,130485,23.0  in,1920 x 1080,,5 ms,,16:09
326938,130486,21.5  in,1920 x 1080,,5 ms,,16:09
326939,130487,24.0  in,1920 x 1080,,5 ms,,16:09
326940,130488,24.0  in,1920 x 1080,,5 ms,,16:09
326941,130489,23.0  in,1920 x 1080,,5 ms,TN,16:09
326942,130490,23.8  in,1920 x 1080,60 Hz,,VA,16:09
326943,130491,23.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326944,130492,19.0  in,1440 x 900,,5 ms,,16:10
326945,130493,23.0  in,1920 x 1080,,8 ms,IPS,16:09
326946,130494,21.5  in,1920 x 1080,,5 ms,TN,16:09
326947,130495,22.0  in,1680 x 1050,,5 ms,TN,16:10
326948,130496,24.0  in,1920 x 1080,,5 ms,TN,16:09
326949,130497,24.0  in,1920 x 1200,60 Hz,5 ms,IPS,16:10
326950,130498,24.0  in,1920 x 1080,,5 ms,TN,16:09
326951,130499,21.5  in,1920 x 1080,,5 ms,TN,16:09
326952,130500,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
326953,130501,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
326954,130502,24.0  in,1920 x 1200,,6 ms,IPS,16:10
326955,130503,19.5  in,1600 x 900,,5 ms,,16:09
326956,130504,18.5  in,1366 x 768,60 Hz,5 ms,,16:09
326957,130505,30.0  in,2560 x 1600,60 Hz,7 ms,IPS,16:10
326958,130506,24.0  in,1920 x 1080,,5 ms,,16:09
326959,130507,29.8  in,2560 x 1600,60 Hz,6 ms,IPS,16:10
326960,130508,23.8  in,1920 x 1080,60 Hz,4 ms,IPS,16:09
326961,130509,19.0  in,1280 x 1024,,18 ms,,5:04
326962,130510,21.5  in,1920 x 1080,,5 ms,TN,16:09
326963,130511,17.0  in,2560 x 1024,75 Hz,8 ms,,5:02
326964,130512,19.0  in,1440 x 900,60 Hz,5 ms,,16:10
326965,130513,27.0  in,1920 x 1080,,5 ms,TN,16:09
326966,130514,24.0  in,1920 x 1200,,7 ms,IPS,16:10
326967,130515,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326968,130516,27.0  in,2560 x 1440,60 Hz,8 ms,PLS,16:09
326969,130517,21.5  in,1920 x 1080,60 Hz,6 ms,VA,16:09
326970,130518,27.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
326971,130519,23.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326972,130520,21.5  in,1920 x 1080,60 Hz,,,16:09
326973,130521,21.5  in,1920 x 1080,,5 ms,,16:09
326974,130522,17.0  in,1280 x 1024,,5 ms,,5:04
326975,130523,19.5  in,1600 x 900,,,TN,16:09
326976,130524,23.0  in,1920 x 1080,,5 ms,TN,16:09
326977,130525,19.0  in,1280 x 1024,,20 ms,,5:04
326978,130526,25.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
326979,130527,22.0  in,1680 x 1050,,5 ms,,16:10
326980,130528,21.5  in,1920 x 1080,,5 ms,,16:09
326981,130529,27.0  in,2560 x 1440,60 Hz,12 ms,IPS,16:09
326982,130530,34.0  in,3440 x 1440,60 Hz,6 ms,IPS,21:09
326983,130531,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
326984,130532,20.1  in,1600 x 1200,,16 ms,IPS,4:03
326985,130533,24.0  in,1920 x 1080,,5 ms,TN,16:09
326986,130534,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
326987,130535,21.5  in,1920 x 1080,,4 ms,,16:09
326988,130536,22.0  in,1680 x 1050,,5 ms,,16:10
